JD_like,year,month,day,season,Vmag,Verr,Bmag,Berr,Rmag,Rerr,Umag,Uerr,source,date_type
2448136.4914,1990,9,1.9914000001735985,6,12.378,0.01,13.794,0.01,11.035,0.01,,,Grankin et al. 2008,HJD
2448139.4898,1990,9,4.989800000097603,6,12.415,0.01,13.816999999999998,0.01,11.049999999999999,0.01,,,Grankin et al. 2008,HJD
2448140.4887,1990,9,5.988700000103563,6,12.384,0.01,13.726,0.01,11.017,0.01,,,Grankin et al. 2008,HJD
2448141.4791,1990,9,6.979100000113249,6,12.25,0.01,13.61,0.01,10.943,0.01,,,Grankin et al. 2008,HJD
2448142.484,1990,9,7.984000000171363,6,12.284,0.01,13.724,0.01,10.959000000000001,0.01,,,Grankin et al. 2008,HJD
2448143.4791,1990,9,8.979100000113249,6,12.439,0.01,13.873000000000001,0.01,11.091,0.01,,,Grankin et al. 2008,HJD
2448144.4788,1990,9,9.978800000157207,6,12.359000000000002,0.01,13.739,0.01,11.007000000000001,0.01,,,Grankin et al. 2008,HJD
2448146.479,1990,9,11.97899999981746,6,12.300999999999998,0.01,13.697999999999999,0.01,10.992999999999999,0.01,,,Grankin et al. 2008,HJD
2448147.4827,1990,9,12.982700000051409,6,12.395,0.01,13.731,0.01,11.055,0.01,,,Grankin et al. 2008,HJD
2448148.4784,1990,9,13.978399999905378,6,12.328,0.01,13.709,0.01,10.969999999999999,0.01,,,Grankin et al. 2008,HJD
2448149.4773,1990,9,14.977299999911338,6,12.28,0.01,13.678999999999998,0.01,10.947,0.01,,,Grankin et al. 2008,HJD
2448150.4751,1990,9,15.975099999923259,6,12.344000000000001,0.01,13.737000000000002,0.01,11.010000000000002,0.01,,,Grankin et al. 2008,HJD
2448151.4946,1990,9,16.99459999985993,6,12.372,0.01,13.809,0.01,,,,,Grankin et al. 2008,HJD
2448152.4758,1990,9,17.97580000013113,6,12.274000000000001,0.01,13.678,0.01,10.959000000000001,0.01,,,Grankin et al. 2008,HJD
2448153.4827,1990,9,18.98270000005141,6,12.29,0.01,13.706,0.01,,,,,Grankin et al. 2008,HJD
2448154.4698,1990,9,19.969800000078976,6,12.377,0.01,13.815000000000001,0.01,11.066,0.01,,,Grankin et al. 2008,HJD
2448155.4446,1990,9,20.944600000046194,6,12.35,0.01,13.774,0.01,11.023,0.01,14.703999999999999,0.05,Grankin et al. 2008,HJD
2448156.4687,1990,9,21.968700000084937,6,12.242,0.01,13.645000000000001,0.01,10.931000000000001,0.01,,,Grankin et al. 2008,HJD
2448157.4705,1990,9,22.970499999821186,6,12.272,0.01,13.684000000000001,0.01,10.989,0.01,,,Grankin et al. 2008,HJD
2448158.4686,1990,9,23.96859999978915,6,12.443,0.01,13.834999999999999,0.01,,,,,Grankin et al. 2008,HJD
2448159.475,1990,9,24.975000000093132,6,12.325,0.01,13.665999999999999,0.01,10.982999999999999,0.01,,,Grankin et al. 2008,HJD
2448160.4653,1990,9,25.96529999980703,6,12.263,0.01,13.68,0.01,10.968,0.01,,,Grankin et al. 2008,HJD
2448161.4623,1990,9,26.962299999780953,6,12.311,0.01,13.712,0.01,10.977,0.01,,,Grankin et al. 2008,HJD
